Participant,Guide,Set,Phase,Block,Trial,TrialName,TriggeredName,Result,Mode,RestartCount,DrawTime,NoviceTime,EndTime,TriggerDuration,GripDuration,IdleDuration
P3,Sheet,Set1,Training,B1,T9,Paris,Paris,TRUE,Novice,0,2.768,0.808,3.947,1.179,1.029,1.739
P3,Sheet,Set1,Training,B1,T10,Madrid,Madrid,TRUE,Novice,0,5.96,0.515,6.831,0.872,4.363,1.596
P3,Sheet,Set1,Training,B1,T11,Madrid,London,FALSE,Expert,0,0.836,0,1.799,0.964,0,0.836
P3,Sheet,Set1,Training,B1,T12,Madrid,Madrid,TRUE,Novice,0,3.534,0.42,4.522,0.988,1.446,2.088
P3,Sheet,Set1,Training,B1,T13,Amsterdam,Beijing,FALSE,Novice,1,20.675,1.031,26.222,9.378,10.993,5.851
P3,Sheet,Set1,Training,B1,T14,Amsterdam,Beijing,FALSE,Novice,0,7.785,0.543,13.024,5.239,5.753,2.032
P3,Sheet,Set1,Training,B1,T15,Amsterdam,NR,FALSE,Novice,0,9.843,0.6,16.024,6.181,7.546,2.297
P3,Sheet,Set1,Training,B1,T16,Tokyo,Amsterdam,FALSE,Novice,0,4.104,0.558,7.014,2.911,2.322,1.782
P3,Sheet,Set1,Training,B1,T17,Tokyo,Tokyo,TRUE,Novice,0,4.383,0.461,6.229,1.846,2.81,1.573
P3,Sheet,Set1,Training,B1,T18,Tokyo,Tokyo,TRUE,Novice,0,2.834,0.794,4.841,2.007,1.372,1.462
P3,Sheet,Set1,Training,B1,T19,Abu Dhabi,NR,FALSE,Novice,0,5.95,0.92,7.484,1.533,3.974,1.977
P3,Sheet,Set1,Training,B1,T20,Abu Dhabi,Abu Dhabi,TRUE,Novice,0,3.561,0.447,5.358,1.796,2.002,1.559
P3,Sheet,Set1,Training,B1,T21,Abu Dhabi,Abu Dhabi,TRUE,Novice,0,3.282,0.725,5.1,1.818,1.237,2.045
P3,Sheet,Set1,Training,B1,T22,Los Angeles,Los Angeles,TRUE,Novice,0,6.283,0.878,8.193,1.91,3.432,2.851
P3,Sheet,Set1,Training,B1,T23,Los Angeles,Los Angeles,TRUE,Expert,0,1.338,0,3.315,1.977,0,1.338
P3,Sheet,Set1,Training,B1,T24,Los Angeles,Los Angeles,TRUE,Expert,0,1.573,0.46,3.361,1.788,0,1.573
P3,Sheet,Set1,Test,B1,T1,Dubai,NR,FALSE,Expert,0,17.654,0,20.057,2.403,0,17.654
P3,Sheet,Set1,Test,B1,T2,Abu Dhabi,Amsterdam,FALSE,Expert,0,3.168,0,7.2,4.032,0,3.168
P3,Sheet,Set1,Test,B1,T3,Tokyo,Tokyo,TRUE,Expert,0,3.709,0,5.51,1.801,0,3.709
P3,Sheet,Set1,Test,B1,T4,Paris,NR,FALSE,Expert,0,8.66,0,9.706,1.046,0,8.66
P3,Sheet,Set1,Test,B1,T5,Amsterdam,NR,FALSE,Expert,0,2.921,0,6.753,3.832,0,2.921
P3,Sheet,Set1,Test,B1,T6,Madrid,NR,FALSE,Expert,0,10.89,0,12.742,1.852,0,10.89
P3,Sheet,Set1,Test,B1,T7,Los Angeles,Tokyo,FALSE,Expert,0,3.976,0,6.565,2.589,0,3.976
P3,Sheet,Set1,Test,B1,T8,Singapore,London,FALSE,Expert,0,8.685,0,9.558,0.872,0,8.685
P3,Sheet,Set1,Training,B2,T1,Paris,Paris,TRUE,Novice,0,15.807,0.599,17.043,1.236,13.624,2.183
P3,Sheet,Set1,Training,B2,T2,Paris,NR,FALSE,Expert,0,1.128,0,2.491,1.363,0,1.128
P3,Sheet,Set1,Training,B2,T3,Paris,NR,FALSE,Expert,0,0.877,0.53,2.016,1.138,0,0.877
P3,Sheet,Set1,Training,B2,T4,Amsterdam,Amsterdam,TRUE,Novice,0,5.365,0.932,9.005,3.64,3.001,2.364
P3,Sheet,Set1,Training,B2,T5,Amsterdam,NR,FALSE,Novice,0,2.227,0.6,5.621,3.394,0.681,1.546
P3,Sheet,Set1,Training,B2,T6,Amsterdam,NR,FALSE,Novice,0,4.506,1.38,7.356,2.85,1.999,2.506
P3,Sheet,Set1,Training,B2,T7,Los Angeles,NR,FALSE,Expert,0,0.585,4.348,0.965,0.379,0,0.585
P3,Sheet,Set1,Training,B2,T8,Los Angeles,Los Angeles,TRUE,Novice,0,8.657,0.447,10.593,1.936,5.972,2.685
P3,Sheet,Set1,Training,B2,T9,Los Angeles,Los Angeles,TRUE,Novice,0,2.033,0.434,3.605,1.572,0.708,1.325
P3,Sheet,Set1,Training,B2,T10,Madrid,Madrid,TRUE,Novice,0,5.727,0.864,6.427,0.7,3.947,1.78
P3,Sheet,Set1,Training,B2,T11,Madrid,NR,FALSE,Novice,0,2.101,0.685,2.942,0.841,0.777,1.324
P3,Sheet,Set1,Training,B2,T12,Madrid,London,FALSE,Expert,0,1.755,0.767,2.735,0.98,0,1.755
P3,Sheet,Set1,Training,B2,T13,Singapore,Singapore,TRUE,Novice,0,10.504,0.46,14.408,3.905,8.585,1.918
P3,Sheet,Set1,Training,B2,T14,Singapore,Singapore,TRUE,Novice,0,3.049,1.213,7.05,4.001,0.737,2.312
P3,Sheet,Set1,Training,B2,T15,Singapore,Singapore,TRUE,Expert,0,1.325,0,5.013,3.688,0,1.325
P3,Sheet,Set1,Training,B2,T16,Abu Dhabi,Abu Dhabi,TRUE,Novice,0,3.55,0.824,5.186,1.636,1.669,1.88
P3,Sheet,Set1,Training,B2,T17,Abu Dhabi,NR,FALSE,Expert,0,0.949,0,2.382,1.433,0,0.949
P3,Sheet,Set1,Training,B2,T18,Abu Dhabi,Abu Dhabi,TRUE,Novice,0,1.864,0.46,3.631,1.767,0.709,1.155
P3,Sheet,Set1,Training,B2,T19,Tokyo,Tokyo,TRUE,Novice,0,3.012,0.712,4.676,1.663,1.342,1.67
P3,Sheet,Set1,Training,B2,T20,Tokyo,Tokyo,TRUE,Expert,0,0.809,0.39,2.551,1.742,0,0.809
P3,Sheet,Set1,Training,B2,T21,Tokyo,Tokyo,TRUE,Expert,0,0.614,0,2.278,1.664,0,0.614
P3,Sheet,Set1,Training,B2,T22,Dubai,Chicago,FALSE,Novice,0,3.951,0.573,5.431,1.48,2.335,1.615
P3,Sheet,Set1,Training,B2,T23,Dubai,NR,FALSE,Novice,0,6.786,0.448,8.366,1.58,5.129,1.657
P3,Sheet,Set1,Training,B2,T24,Dubai,NR,FALSE,Novice,0,3.965,0.448,6.69,2.725,2.308,1.657
P3,Sheet,Set1,Test,B2,T1,Dubai,NR,FALSE,Expert,0,4.641,0,6.145,1.504,0,4.641
P3,Sheet,Set1,Test,B2,T2,Madrid,NR,FALSE,Expert,0,5.78,0,7,1.22,0,5.78
P3,Sheet,Set1,Test,B2,T3,Paris,NR,FALSE,Expert,0,20.782,0,21.534,0.751,0,20.782
P3,Sheet,Set1,Test,B2,T4,Los Angeles,Chicago,FALSE,Expert,0,3.324,0,6.713,3.39,0,3.324
P3,Sheet,Set1,Test,B2,T5,Amsterdam,Amsterdam,TRUE,Expert,0,2.779,0,8.565,5.787,0,2.779
P3,Sheet,Set1,Test,B2,T6,Singapore,Singapore,TRUE,Expert,0,6.658,0,10.561,3.903,0,6.658
P3,Sheet,Set1,Test,B2,T7,Tokyo,Tokyo,TRUE,Expert,0,1.461,0,3.068,1.607,0,1.461
P3,Sheet,Set1,Test,B2,T8,Abu Dhabi,Abu Dhabi,TRUE,Expert,0,24.242,0,25.939,1.697,0,24.242
P3,Sheet,Set1,Training,B3,T1,Amsterdam,Amsterdam,TRUE,Novice,0,4.015,1.793,7.842,3.827,0.985,3.03
P3,Sheet,Set1,Training,B3,T2,Amsterdam,NR,FALSE,Expert,0,1.6,0.711,5.71,4.109,0,1.6
P3,Sheet,Set1,Training,B3,T3,Amsterdam,NR,FALSE,Expert,0,0.92,0.391,1.32,0.4,0,0.92
P3,Sheet,Set1,Training,B3,T4,Singapore,NR,FALSE,Novice,0,6.892,0.71,9.701,2.809,3.693,3.198
P3,Sheet,Set1,Training,B3,T5,Singapore,NR,FALSE,Novice,0,3.323,0.78,7.076,3.753,0.972,2.351
P3,Sheet,Set1,Training,B3,T6,Singapore,NR,FALSE,Expert,0,10.23,0,13.536,3.306,0,10.23
P3,Sheet,Set1,Training,B3,T7,Madrid,London,FALSE,Novice,0,4.503,1.182,5.355,0.852,2.028,2.475
P3,Sheet,Set1,Training,B3,T8,Madrid,Madrid,TRUE,Novice,0,12.118,1.004,13.025,0.907,1.527,10.591
P3,Sheet,Set1,Training,B3,T9,Madrid,London,FALSE,Expert,0,1.517,0,2.341,0.825,0,1.517
P3,Sheet,Set1,Training,B3,T10,Tokyo,Tokyo,TRUE,Novice,0,7.599,0.543,9.222,1.623,4.346,3.253
P3,Sheet,Set1,Training,B3,T11,Tokyo,Tokyo,TRUE,Expert,0,1.197,0,3.073,1.876,0,1.197
P3,Sheet,Set1,Training,B3,T12,Tokyo,Tokyo,TRUE,Expert,0,1.003,0,2.712,1.709,0,1.003
P3,Sheet,Set1,Training,B3,T13,Paris,Paris,TRUE,Novice,0,4.965,0.558,6.046,1.081,3.35,1.615
P3,Sheet,Set1,Training,B3,T14,Paris,Los Angeles,FALSE,Novice,0,2.24,0.627,3.305,1.066,0.904,1.336
P3,Sheet,Set1,Training,B3,T15,Paris,NR,FALSE,Novice,0,4.423,0.42,5.557,1.134,2.393,2.03
P3,Sheet,Set1,Training,B3,T16,Abu Dhabi,NR,FALSE,Novice,1,9.244,0.545,10.747,3.505,3.227,4.015
P3,Sheet,Set1,Training,B3,T17,Abu Dhabi,Abu Dhabi,TRUE,Expert,0,1.499,0,3.588,2.089,0,1.499
P3,Sheet,Set1,Training,B3,T18,Abu Dhabi,Abu Dhabi,TRUE,Novice,1,7.85,6.906,9.701,3.681,0.624,5.396
P3,Sheet,Set1,Training,B3,T19,Dubai,Chicago,FALSE,Novice,0,4.99,1.267,7.701,2.712,2.681,2.308
P3,Sheet,Set1,Training,B3,T20,Dubai,Dubai,TRUE,Novice,0,25.521,0.629,27.575,2.054,14.763,10.758
P3,Sheet,Set1,Training,B3,T21,Dubai,NR,FALSE,Novice,0,12.914,0.503,14.297,1.383,6.043,6.871
P3,Sheet,Set1,Training,B3,T22,Los Angeles,NR,FALSE,Novice,0,2.86,0.851,4.687,1.827,1.091,1.769
P3,Sheet,Set1,Training,B3,T23,Los Angeles,Los Angeles,TRUE,Novice,0,2.269,0.405,4.353,2.084,0.862,1.407
P3,Sheet,Set1,Training,B3,T24,Los Angeles,NR,FALSE,Expert,0,1.086,0,3.409,2.322,0,1.086
P3,Sheet,Set1,Test,B3,T1,Tokyo,Tokyo,TRUE,Expert,1,11.763,0,13.62,6.637,0,6.983
P3,Sheet,Set1,Test,B3,T2,Abu Dhabi,Amsterdam,FALSE,Expert,0,21.175,0,23.145,1.97,0,21.175
P3,Sheet,Set1,Test,B3,T3,Paris,Moscow,FALSE,Expert,1,9.293,0,10.528,4.263,0,6.265
P3,Sheet,Set1,Test,B3,T4,Singapore,NR,FALSE,Expert,1,11.4,0,16.727,10.144,0,6.584
P3,Sheet,Set1,Test,B3,T5,Amsterdam,Amsterdam,TRUE,Expert,0,3.243,0,8.176,4.933,0,3.243
P3,Sheet,Set1,Test,B3,T6,Dubai,New York,FALSE,Expert,0,20.045,0,21.691,1.646,0,20.045
P3,Sheet,Set1,Test,B3,T7,Madrid,NR,FALSE,Expert,0,1.963,0,3.219,1.256,0,1.963
P3,Sheet,Set1,Test,B3,T8,Los Angeles,NR,FALSE,Expert,1,20.284,0,22.694,4.921,0,17.773
P3,Sheet,Set1,PostTest,B1,T1,Los Angeles,Abu Dhabi,FALSE,Expert,1,33.057,0,36.853,10.912,0,25.941
P3,Sheet,Set1,PostTest,B1,T2,Barcelona,Barcelona,TRUE,Expert,0,5.184,0,7.148,1.965,0,5.184
P3,Sheet,Set1,PostTest,B1,T3,Rome,Singapore,FALSE,Expert,0,5.029,0,6.615,1.585,0,5.029
P3,Sheet,Set1,PostTest,B1,T4,Abu Dhabi,Amsterdam,FALSE,Expert,0,2.56,0,6.641,4.081,0,2.56
P3,Sheet,Set1,PostTest,B1,T5,London,NR,FALSE,Expert,0,4.335,0,5.201,0.866,0,4.335
P3,Sheet,Set1,PostTest,B1,T6,Moscow,NR,FALSE,Expert,0,3.754,0,4.342,0.588,0,3.754
P3,Sheet,Set1,PostTest,B1,T7,Singapore,Singapore,TRUE,Expert,1,8.431,0,11.833,6.314,0,5.519
P3,Sheet,Set1,PostTest,B1,T8,New York,Amsterdam,FALSE,Expert,0,9.507,0,11.088,1.581,0,9.507
P3,Sheet,Set1,PostTest,B1,T9,San Francisco,Beijing,FALSE,Expert,0,5.882,0,8.192,2.309,0,5.882
P3,Sheet,Set1,PostTest,B1,T10,Chicago,NR,FALSE,Expert,0,4.633,0,6.208,1.575,0,4.633
P3,Sheet,Set1,PostTest,B1,T11,Beijing,Amsterdam,FALSE,Expert,0,1.949,0,4.326,2.377,0,1.949
P3,Sheet,Set1,PostTest,B1,T12,Dubai,London,FALSE,Expert,0,13.06,0,14.299,1.239,0,13.06
P3,Sheet,Set1,PostTest,B1,T13,Paris,NR,FALSE,Expert,0,3.046,0,4.28,1.234,0,3.046
P3,Sheet,Set1,PostTest,B1,T14,Amsterdam,Amsterdam,TRUE,Expert,0,2.142,0,6.045,3.903,0,2.142
P3,Sheet,Set1,PostTest,B1,T15,Tokyo,Tokyo,TRUE,Expert,0,1.694,0,3.746,2.052,0,1.694
P3,Sheet,Set1,PostTest,B1,T16,Madrid,NR,FALSE,Expert,0,4.41,0,6.364,1.953,0,4.41
P3,Octo,Set2,PreTest,B1,T1,San Diego,Prague,FALSE,Expert,0,5.042,0,6.456,1.413,0,5.042
P3,Octo,Set2,PreTest,B1,T2,Frankfurt,NR,FALSE,Expert,0,1.67,0,2.926,1.256,0,1.67
P3,Octo,Set2,PreTest,B1,T3,Boston,Prague,FALSE,Expert,0,0.947,0,1.909,0.961,0,0.947
P3,Octo,Set2,PreTest,B1,T4,Hong Kong,Zurich,FALSE,Expert,0,1.35,0,1.849,0.499,0,1.35
P3,Octo,Set2,PreTest,B1,T5,Seoul,NR,FALSE,Expert,0,0.85,0,1.534,0.684,0,0.85
P3,Octo,Set2,PreTest,B1,T6,Berlin,Frankfurt,FALSE,Expert,0,1.17,0,2.886,1.716,0,1.17
P3,Octo,Set2,PreTest,B1,T7,Osaka,NR,FALSE,Expert,0,1.252,0,2.694,1.442,0,1.252
P3,Octo,Set2,PreTest,B1,T8,Austin,Doha,FALSE,Expert,0,2.352,0,4.087,1.735,0,2.352
P3,Octo,Set2,PreTest,B1,T9,Toronto,Seoul,FALSE,Expert,0,2.323,0,4.137,1.814,0,2.323
P3,Octo,Set2,PreTest,B1,T10,Doha,Doha,TRUE,Expert,0,2.547,0,4.339,1.792,0,2.547
P3,Octo,Set2,PreTest,B1,T11,Washington,Prague,FALSE,Expert,0,1.979,0,2.461,0.483,0,1.979
P3,Octo,Set2,PreTest,B1,T12,Houston,Milan,FALSE,Expert,0,1.601,0,3.37,1.769,0,1.601
P3,Octo,Set2,PreTest,B1,T13,Milan,Milan,TRUE,Expert,0,0.962,0,2.481,1.519,0,0.962
P3,Octo,Set2,PreTest,B1,T14,Zurich,Prague,FALSE,Expert,0,2.686,0,3.113,0.427,0,2.686
P3,Octo,Set2,PreTest,B1,T15,Prague,Prague,TRUE,Expert,0,1.352,0,1.802,0.45,0,1.352
P3,Octo,Set2,PreTest,B1,T16,Las Vegas,Milan,FALSE,Expert,0,2.282,0,3.703,1.421,0,2.282
P3,Octo,Set2,Training,B1,T1,Houston,Houston,TRUE,Novice,1,10.625,1.785,12.165,2.909,7.271,1.985
P3,Octo,Set2,Training,B1,T2,Houston,Houston,TRUE,Novice,2,7.294,1.991,8.869,4.286,1.059,3.524
P3,Octo,Set2,Training,B1,T3,Houston,Houston,TRUE,Expert,0,0.725,8.734,2.214,1.489,0,0.725
P3,Octo,Set2,Training,B1,T4,Seoul,Seoul,TRUE,Novice,1,12.19,2.146,13.18,1.919,8.576,2.685
P3,Octo,Set2,Training,B1,T5,Seoul,Seoul,TRUE,Novice,0,1.738,2.029,10.707,4.646,4.323,1.738
P3,Octo,Set2,Training,B1,T6,Seoul,Seoul,TRUE,Novice,0,1.253,1.767,5.829,4.576,0,1.253
P3,Octo,Set2,Training,B1,T7,Frankfurt,NR,FALSE,Novice,0,2.129,2.418,18.96,4.904,11.927,2.129
P3,Octo,Set2,Training,B1,T8,Frankfurt,Frankfurt,TRUE,Novice,1,1.961,1.219,6.595,4.259,0.973,1.363
P3,Octo,Set2,Training,B1,T9,Frankfurt,Frankfurt,TRUE,Novice,0,1.627,2.116,6.59,4.963,0,1.627
P3,Octo,Set2,Training,B1,T10,Doha,Doha,TRUE,Novice,2,9.311,2.227,11.065,6.406,1.69,2.969
P3,Octo,Set2,Training,B1,T11,Doha,Doha,TRUE,Novice,1,3.207,2.049,5.792,3.578,0,2.214
P3,Octo,Set2,Training,B1,T12,Doha,Doha,TRUE,Novice,0,3.02,3.313,6.492,3.472,0,3.02
P3,Octo,Set2,Training,B1,T13,Toronto,Toronto,TRUE,Novice,0,2.253,2.755,6.466,4.213,0,2.253
P3,Octo,Set2,Training,B1,T14,Toronto,Toronto,TRUE,Expert,0,1.003,0,2.523,1.52,0,1.003
P3,Octo,Set2,Training,B1,T15,Toronto,Toronto,TRUE,Novice,0,0.906,1.529,5.432,4.526,0,0.906
P3,Octo,Set2,Training,B1,T16,Austin,Prague,FALSE,Novice,2,6.848,3.708,7.645,5.253,0,2.393
P3,Octo,Set2,Training,B1,T17,Austin,NR,FALSE,Novice,1,7.152,1.877,8.067,3.851,1.855,2.362
P3,Octo,Set2,Training,B1,T18,Austin,Austin,TRUE,Novice,0,1.142,1.651,5.688,4.546,0,1.142
P3,Octo,Set2,Training,B1,T19,Milan,Milan,TRUE,Novice,0,2.531,2.824,6.952,4.421,0,2.531
P3,Octo,Set2,Training,B1,T20,Milan,Milan,TRUE,Expert,0,1.059,0,2.463,1.404,0,1.059
P3,Octo,Set2,Training,B1,T21,Milan,NR,FALSE,Expert,1,1.989,0,3.007,1.379,0,1.628
P3,Octo,Set2,Training,B1,T22,Prague,Prague,TRUE,Novice,0,1.337,1.617,12.193,10.856,0,1.337
P3,Octo,Set2,Training,B1,T23,Prague,Austin,FALSE,Expert,0,1.728,0,3.744,2.016,0,1.728
P3,Octo,Set2,Training,B1,T24,Prague,Prague,TRUE,Novice,1,6.087,1.993,8.6,6.383,0,2.218
P3,Octo,Set2,Test,B1,T1,Doha,Milan,FALSE,Expert,0,10.03,0,10.817,0.787,0,10.03
P3,Octo,Set2,Test,B1,T2,Seoul,Frankfurt,FALSE,Expert,0,2.588,0,8.281,5.694,0,2.588
P3,Octo,Set2,Test,B1,T3,Houston,NR,FALSE,Expert,0,4.397,0,5.46,1.063,0,4.397
P3,Octo,Set2,Test,B1,T4,Milan,Prague,FALSE,Expert,0,3.854,0,4.387,0.533,0,3.854
P3,Octo,Set2,Test,B1,T5,Prague,Prague,TRUE,Expert,0,1.251,0,1.793,0.541,0,1.251
P3,Octo,Set2,Test,B1,T6,Austin,Milan,FALSE,Expert,0,4.699,0,5.697,0.998,0,4.699
P3,Octo,Set2,Test,B1,T7,Frankfurt,Milan,FALSE,Expert,0,6.688,0,7.592,0.904,0,6.688
P3,Octo,Set2,Test,B1,T8,Toronto,Osaka,FALSE,Expert,0,1.545,0,3.285,1.74,0,1.545
P3,Octo,Set2,Training,B2,T1,Doha,Doha,TRUE,Novice,1,11.419,0.932,13.576,5.327,7.139,1.109
P3,Octo,Set2,Training,B2,T2,Doha,Doha,TRUE,Novice,1,3.258,2.232,4.986,2.659,0,2.327
P3,Octo,Set2,Training,B2,T3,Doha,Doha,TRUE,Expert,0,1.284,1.158,2.911,1.626,0,1.284
P3,Octo,Set2,Training,B2,T4,Frankfurt,Frankfurt,TRUE,Novice,1,4.223,1.619,5.811,2.643,1.454,1.714
P3,Octo,Set2,Training,B2,T5,Frankfurt,Frankfurt,TRUE,Expert,0,0.74,0,2.201,1.46,0,0.74
P3,Octo,Set2,Training,B2,T6,Frankfurt,Frankfurt,TRUE,Expert,0,0.601,0,1.987,1.387,0,0.601
P3,Octo,Set2,Training,B2,T7,Austin,Austin,TRUE,Novice,1,9.238,2.219,11.189,2.811,6.02,2.358
P3,Octo,Set2,Training,B2,T8,Austin,Austin,TRUE,Expert,0,0.712,0,2.772,2.06,0,0.712
P3,Octo,Set2,Training,B2,T9,Austin,Austin,TRUE,Expert,0,0.949,0,2.872,1.923,0,0.949
P3,Octo,Set2,Training,B2,T10,Toronto,Toronto,TRUE,Novice,1,4.695,1.633,6.242,3.602,1.831,0.809
P3,Octo,Set2,Training,B2,T11,Toronto,Toronto,TRUE,Expert,0,0.517,0,2.07,1.552,0,0.517
P3,Octo,Set2,Training,B2,T12,Toronto,Toronto,TRUE,Expert,0,0.642,0,2.174,1.532,0,0.642
P3,Octo,Set2,Training,B2,T13,Milan,Milan,TRUE,Novice,1,16.005,2.54,17.408,2.981,12.194,2.234
P3,Octo,Set2,Training,B2,T14,Milan,Milan,TRUE,Expert,0,0.894,0,2.223,1.329,0,0.894
P3,Octo,Set2,Training,B2,T15,Milan,Milan,TRUE,Expert,0,0.811,0,2.272,1.461,0,0.811
P3,Octo,Set2,Training,B2,T16,Seoul,Seoul,TRUE,Novice,1,4.25,1.606,6.402,4.611,0,1.791
P3,Octo,Set2,Training,B2,T17,Seoul,NR,FALSE,Expert,0,1.019,0,3.325,2.306,0,1.019
P3,Octo,Set2,Training,B2,T18,Seoul,Seoul,TRUE,Novice,0,1.088,1.734,5.962,4.874,0,1.088
P3,Octo,Set2,Training,B2,T19,Prague,Prague,TRUE,Novice,2,17.009,1.928,22.034,12.093,6.83,3.11
P3,Octo,Set2,Training,B2,T20,Prague,Prague,TRUE,Expert,0,0.878,0,2.109,1.231,0,0.878
P3,Octo,Set2,Training,B2,T21,Prague,Prague,TRUE,Expert,0,0.587,0,1.944,1.357,0,0.587
P3,Octo,Set2,Training,B2,T22,Houston,Houston,TRUE,Novice,1,17.981,1.857,19.55,2.816,14.586,2.149
P3,Octo,Set2,Training,B2,T23,Houston,Houston,TRUE,Novice,0,1.061,1.341,3.791,2.325,0.405,1.061
P3,Octo,Set2,Training,B2,T24,Houston,Houston,TRUE,Novice,0,0.852,1.573,3.572,1.753,0.967,0.852
P3,Octo,Set2,Test,B2,T1,Seoul,Seoul,TRUE,Expert,0,2.494,0,4.917,2.423,0,2.494
P3,Octo,Set2,Test,B2,T2,Houston,Prague,FALSE,Expert,0,17.955,0,19.332,1.377,0,17.955
P3,Octo,Set2,Test,B2,T3,Austin,Prague,FALSE,Expert,0,8.693,0,9.629,0.936,0,8.693
P3,Octo,Set2,Test,B2,T4,Doha,Austin,FALSE,Expert,0,12.788,0,16.165,3.378,0,12.788
P3,Octo,Set2,Test,B2,T5,Milan,Hong Kong,FALSE,Expert,0,2.636,0,3.514,0.878,0,2.636
P3,Octo,Set2,Test,B2,T6,Prague,Prague,TRUE,Expert,0,2.619,0,4.894,2.274,0,2.619
P3,Octo,Set2,Test,B2,T7,Frankfurt,Hong Kong,FALSE,Expert,0,8.544,0,9.055,0.511,0,8.544
P3,Octo,Set2,Test,B2,T8,Toronto,Toronto,TRUE,Expert,0,1.563,0,3.384,1.82,0,1.563
P3,Octo,Set2,Training,B3,T1,Seoul,Seoul,TRUE,Novice,1,4.038,1.366,8.768,5.41,1.213,2.145
P3,Octo,Set2,Training,B3,T2,Seoul,NR,FALSE,Novice,0,1.185,1.521,4.717,3.532,0,1.185
P3,Octo,Set2,Training,B3,T3,Seoul,Seoul,TRUE,Expert,0,0.698,0,2.838,2.14,0,0.698
P3,Octo,Set2,Training,B3,T4,Prague,Austin,FALSE,Novice,0,0.7,1.256,5.787,5.087,0,0.7
P3,Octo,Set2,Training,B3,T5,Prague,Austin,FALSE,Novice,0,1.592,2.246,7.983,4.882,1.51,1.592
P3,Octo,Set2,Training,B3,T6,Prague,Prague,TRUE,Novice,0,3.5,4.348,8.128,4.084,0.544,3.5
P3,Octo,Set2,Training,B3,T7,Houston,Houston,TRUE,Novice,1,8.16,2.551,9.61,7.288,0,2.322
P3,Octo,Set2,Training,B3,T8,Houston,Houston,TRUE,Expert,0,0.658,0,2.145,1.486,0,0.658
P3,Octo,Set2,Training,B3,T9,Houston,Houston,TRUE,Expert,0,0.726,0,1.87,1.144,0,0.726
P3,Octo,Set2,Training,B3,T10,Frankfurt,Frankfurt,TRUE,Novice,1,5.641,2.242,6.811,4.791,0.438,1.582
P3,Octo,Set2,Training,B3,T11,Frankfurt,Frankfurt,TRUE,Expert,0,0.685,0,1.961,1.276,0,0.685
P3,Octo,Set2,Training,B3,T12,Frankfurt,NR,FALSE,Expert,0,0.587,0,1.88,1.293,0,0.587
P3,Octo,Set2,Training,B3,T13,Milan,Milan,TRUE,Novice,1,4.124,2.234,5.609,3.415,0,2.195
P3,Octo,Set2,Training,B3,T14,Milan,Milan,TRUE,Expert,0,0.727,0,2.346,1.619,0,0.727
P3,Octo,Set2,Training,B3,T15,Milan,NR,FALSE,Novice,0,0.909,1.853,3.938,3.029,0,0.909
P3,Octo,Set2,Training,B3,T16,Austin,Austin,TRUE,Novice,2,7.231,1.469,9.428,6.365,0,3.063
P3,Octo,Set2,Training,B3,T17,Austin,Austin,TRUE,Expert,0,1.02,27.611,3.029,2.009,0,1.02
P3,Octo,Set2,Training,B3,T18,Austin,Austin,TRUE,Expert,0,1.118,0,2.81,1.693,0,1.118
P3,Octo,Set2,Training,B3,T19,Toronto,NR,FALSE,Expert,0,1.522,0,3.085,1.563,0,1.522
P3,Octo,Set2,Training,B3,T20,Toronto,Toronto,TRUE,Novice,0,1.103,1.578,4.355,3.252,0,1.103
P3,Octo,Set2,Training,B3,T21,Toronto,Toronto,TRUE,Expert,0,0.784,0,2.245,1.461,0,0.784
P3,Octo,Set2,Training,B3,T22,Doha,Doha,TRUE,Novice,1,14.639,1.686,16.518,15.045,0,1.473
P3,Octo,Set2,Training,B3,T23,Doha,NR,FALSE,Expert,0,0.924,0,2.756,1.831,0,0.924
P3,Octo,Set2,Training,B3,T24,Doha,Doha,TRUE,Novice,1,2.272,1.064,4.282,3.371,0,0.911
P3,Octo,Set2,Test,B3,T1,Seoul,Frankfurt,FALSE,Expert,0,1.838,0,4.625,2.787,0,1.838
P3,Octo,Set2,Test,B3,T2,Toronto,Toronto,TRUE,Expert,0,1.77,0,3.552,1.782,0,1.77
P3,Octo,Set2,Test,B3,T3,Prague,Prague,TRUE,Expert,0,3.723,0,5.202,1.479,0,3.723
P3,Octo,Set2,Test,B3,T4,Doha,Doha,TRUE,Expert,0,2.454,0,4.576,2.122,0,2.454
P3,Octo,Set2,Test,B3,T5,Frankfurt,Milan,FALSE,Expert,0,15.271,0,16.345,1.074,0,15.271
P3,Octo,Set2,Test,B3,T6,Houston,Houston,TRUE,Expert,0,14.601,0,16.954,2.353,0,14.601
P3,Octo,Set2,Test,B3,T7,Austin,Las Vegas,FALSE,Expert,0,2.121,0,4.385,2.264,0,2.121
P3,Octo,Set2,Test,B3,T8,Milan,Hong Kong,FALSE,Expert,0,2.622,0,3.241,0.619,0,2.622
P3,Octo,Set2,PostTest,B1,T1,Prague,NR,FALSE,Expert,0,1.645,0,3.053,1.408,0,1.645
P3,Octo,Set2,PostTest,B1,T2,Doha,Doha,TRUE,Expert,0,4.781,0,6.796,2.015,0,4.781
P3,Octo,Set2,PostTest,B1,T3,Houston,Hong Kong,FALSE,Expert,0,2.443,0,5.443,3,0,2.443
P3,Octo,Set2,PostTest,B1,T4,Boston,Prague,FALSE,Expert,0,4.684,0,5.394,0.711,0,4.684
